Num,Reviews
276,"Great phone. Tough to find such compact phones in the android world. If only Apple had given a charger and earphones, it'd have been awesome. Battery life is fine but not that great. Rest everything is 10 on 10READ MORE"
277,"The best cell phone for those who likes smaller screen size and same performance like XR. Camera clarity is awesome. I am a fan of iPhone, used 4S, 6 and 6S. SE looks like 6/6S but performance is far better.READ MORE"
278,"This phone is all that you want it for. All the high end phones from other brands may give you good experience but so does iPhone SE and some more. It is splendid in rendering anything you want it to do. Whether playing games, taking photographs, enjoy watching videos online or in an app, everything is smooth and a pleasure to do. The haptic engine enhances any game you play (as it?ôs described in other brand phones description and reviews). No complaints, except that the battery is just decen...READ MORE"
279,I am writing this review after 9 days of use. I didn't play games but my son install pubg mobile and it works fine. I use it for various bank transactions and official use only for the reason for security purposes. And the battery works upto 36 hrs. I am happy to have a nice mobile like this though it is little bit pricey.READ MORE
280,"One of best phone, I upgrade from Iphone 7.. as said battery mAh is 1821 only but it is far better than 3000 mAh of other android phone.. and so fast, I love it..READ MORE"
281,"Like many others this was my first iPhone. Being an android user I was very apprehensive at first but decided to give it a shot. At first the only thing that looked out of league was the screen size, but trust me once you get used to it this won?ôt even matter. As for the performance it has everything for your day to day need. A stunning camera, premium glass back look and smooth performance will be more than enough for you to win over. Read a lot of negative reviews about battery but if you...READ MORE"
282,Fabulous performance with improved battery than previous model which i bought in 2017.....worth buying ....single camera is enough with improved quality ....and better than its rival one plus .......if you want a smaller size phone with great performance than go for itREAD MORE
283,"Have been using iPhone right from years now , upgraded this iPhone Se from iPhone 6s plus , It is simply amazing how it feels and is a very smooth and small phone which i loved .It has small design which makes it very easy to use and it simply doesn't feel big , people who don't like big phones can simply go with it .READ MORE"
284,Loved it!12 MP single camera does its job better than many flagship camera phones. Very compact and perfect for single hand use. Battery lasts at least one day for a normal use.READ MORE
285,"I'm writing this review after the usage of 6 months. Its a classic product. Performance is above our expectations and camera quality is awesome. The most impressive feature about apple products is its stabiliy for longer periods. Even after receiving numerous updates for the last few months, its stability ha not gone down unlike android phones. The only disappointed fact with regard to SE2 is battery. Really disappointing. Else its a great phone with powerful chipset. I recommend this phone...READ MORE"
286,"Its a great phone in value for money. Works fine with A13 chip..  all good.got it from 33k .Point to be considered. It dont have face recognition , finger print works fine .Also with no headset no or usb charging cable coming. One lighting cable and the phone will deliver only. You have to change this from laptop or buy usb type charger cable and adapter laterREAD MORE"
287,Best phone at this range battery backup is also good display is awesome it is best phone for gaming and all other use Ram management is too good. This is best phone it is value for money.READ MORE
